"word","part_of_speech"
"Bruneian","MS"
"Brunelleschi","M"
"Brunhilde","M"
"Bruno","M"
"Brunswick","M"
"Brussels","M"
"Brut","M"
"Brutus","M"
"Bryan","M"
"Bryant","M"
"Bryce","M"
"Brynner","M"
"Bryon","M"
"Brzezinski","M"
"Btu","M"
"Buber","M"
"Buchanan","M"
"Bucharest","M"
"Buchenwald","M"
"Buchwald","M"
"Buck","M"
"Buckingham","M"
"Buckley","M"
"Buckner","M"
"Bud","M"
"Budapest","M"
"Buddha","SM"
"Buddhism","SM"
"Buddhist","SM"
"Buddy","M"
"Budweiser","M"
"Buffalo","M"
"Buffy","M"
"Buford","M"
"Bugatti","M"
"Bugzilla","M"
"Buick","M"
"Bujumbura","M"
"Bukhara","M"
"Bukharin","M"
"Bulawayo","M"
"Bulfinch","M"
"Bulganin","M"
"Bulgar","M"
"Bulgari","M"
"Bulgaria","M"
"Bulgarian","SM"
"Bullock","M"
"Bullwinkle","M"
"Bultmann","M"
"Bumppo","M"
"Bunche","M"
"Bundesbank","M"
"Bundestag","M"
"Bunin","M"
"Bunker","M"
"Bunsen","M"
"Bunuel","M"
"Bunyan","M"
"Burbank","M"
"Burberry","M"
"Burch","M"
"Burger","M"
"Burgess","M"
"Burgoyne","M"
"Burgundian","M"
"Burgundy","SM"
"Burke","M"
"Burks","M"
"Burl","M"
"Burlington","M"
"Burma","M"
"Burmese","M"
"Burnett","M"
"Burns","M"
"Burnside","M"
"Burr","M"
"Burris","M"
"Burroughs","M"
"Bursa","M"
"Burt","M"
"Burton","M"
"Burundi","M"
"Burundian","MS"
"Busch","M"
"Bush","M"
"Bushido","M"
"Bushnell","M"
"Butler","M"
"Butterfingers","M"
"Buxtehude","M"
"Byblos","M"
"Byers","M"
"Byrd","M"
"Byron","M"
"Byronic","M"
"Byzantine","MS"
"Byzantium","M"
"C","SM"
"CA",NA
"CAD","M"
"CAI",NA
"CAM",NA
"CAP",NA
"CARE",NA
"CATV",NA
"CB",NA
"CBC","M"
"CBS","M"
"CCTV",NA
"CCU",NA
"CD","SM"
"CDC",NA
"CDT",NA
"CEO","M"
"CF",NA
"CFC","M"
"CFO",NA
"CGI",NA
"CIA","M"
"CID",NA
"CNN","M"
"CNS","M"
"CO","M"
"COBOL","SM"
"COD",NA
"COL",NA
"COLA",NA
"COVID",NA
"CPA","M"
"CPI","M"
"CPO",NA
"CPR","M"
"CPU","M"
"CRT","SM"
"CSS","M"
"CST","M"
"CT","M"
"CV",NA
"CVS","M"
"CZ",NA
"Ca","M"
"Cabernet","M"
"Cabot","M"
"Cabral","M"
"Cabrera","M"
"Cabrini","M"
"Cadette",NA
"Cadillac","M"
"Cadiz","M"
"Caedmon","M"
"Caerphilly","M"
"Caesar","SM"
"Cage","M"
"Cagney","M"
"Cahokia","M"
"Caiaphas","M"
"Cain","SM"
"Cairo","M"
"Caitlin","M"
"Cajun","MS"
"Cal","M"
"Calais","M"
"Calcutta","M"
"Calder","M"
"Calderon","M"
"Caldwell","M"
"Caleb","M"
"Caledonia","M"
"Calexico","M"
"Calgary","M"
"Calhoun","M"
"Cali","M"
"Caliban","M"
"Calif",NA
"California","M"
"Californian","SM"
"Caligula","M"
"Callaghan","M"
"Callahan","M"
"Callao","M"
"Callas","M"
"Callie","M"
"Calliope","M"
"Callisto","M"
"Caloocan","M"
"Calvary","M"
"Calvert","M"
"Calvin","M"
"Calvinism","MS"
"Calvinist","MS"
"Calvinistic",NA
"Camacho","M"
"Camarillo","M"
"Cambodia","M"
"Cambodian","SM"
"Cambrian","SM"
"Cambridge","M"
"Camden","M"
"Camel","M"
"Camelopardalis","M"
"Camelot","MS"
"Camembert","MS"
"Cameron","M"
"Cameroon","SM"
"Cameroonian","MS"
"Camilla","M"
"Camille","M"
"Camoens","M"
"Campanella","M"
"Campbell","M"
"Campinas","M"
"Campos","M"
"Camry","M"
"Camus","M"
"Can","M"
"Canaan","M"
"Canaanite","MS"
"Canad",NA
"Canada","M"
"Canadian","SM"
"Canadianism",NA
"Canaletto","M"
"Canaries","M"
"Canaveral","M"
"Canberra","M"
"Cancer","SM"
"Cancun","M"
"Candace","M"
"Candice","M"
"Candide","M"
"Candy","M"
"Cannes","M"
"Cannon","M"
"Canon","M"
"Canopus","M"
"Cantabrigian","M"
"Canterbury","M"
"Canton","M"
"Cantonese","M"
"Cantor","M"
"Cantrell","M"
"Cantu","M"
"Canute","M"
"Capablanca","M"
"Capek","M"
"Capella","M"
"Capet","M"
"Capetian","M"
"Capetown","M"
"Caph","M"
"Capistrano","M"
"Capitol","SM"
"Capitoline","M"
"Capone","M"
"Capote","M"
"Capra","M"
"Capri","M"
"Capricorn","MS"
"Capt",NA
"Capuchin","M"
"Capulet","M"
"Cara","M"
"Caracalla","M"
"Caracas","M"
"Caravaggio","M"
"Carboloy","M"
"Carbondale","M"
"Carboniferous","M"
"Carborundum","M"
"Cardenas","M"
"Cardiff","M"
"Cardin","M"
"Cardozo","M"
"Carey","M"
"Carib","MS"
"Caribbean","MS"
"Carina","M"
"Carissa","M"
"Carl","M"
"Carla","M"
"Carlene","M"
"Carlin","M"
"Carlo","MS"
"Carlos","M"
"Carlsbad","M"
"Carlson","M"
"Carlton","M"
"Carly","M"
"Carlyle","M"
"Carmela","M"
"Carmella","M"
"Carmelo","M"
"Carmen","M"
"Carmichael","M"
"Carmine","M"
"Carnap","M"
"Carnation","M"
"Carnegie","M"
"Carney","M"
"Carnot","M"
"Carol","M"
"Carole","M"
"Carolina","M"
"Caroline","M"
"Carolingian","M"
"Carolinian","M"
"Carolyn","M"
"Carpathian","SM"
"Carpathians","M"
"Carpenter","M"
"Carr","M"
"Carranza","M"
"Carrie","RM"
"Carrier","M"
"Carrillo","M"
"Carroll","M"
"Carson","M"
"Carter","M"
"Cartersville","M"
"Cartesian","M"
"Carthage","M"
"Carthaginian","MS"
"Cartier","M"
"Cartwright","M"
"Caruso","M"
"Carver","M"
"Cary","M"
"Casablanca","M"
"Casals","M"
"Casandra","M"
"Casanova","SM"
"Cascades","M"
"Case","M"
"Casey","M"
"Cash","M"
"Casio","M"
"Caspar","M"
"Casper","M"
"Caspian","M"
"Cassandra","SM"
"Cassatt","M"
"Cassidy","M"
"Cassie","M"
"Cassiopeia","M"
"Cassius","M"
"Castaneda","M"
"Castilian",NA
"Castillo","M"
"Castlereagh","M"
"Castor","M"
"Castries","M"
"Castro","M"
"Catalan","SM"
"Catalina","M"
"Catalonia","M"
"Catawba","M"
"Caterpillar","M"
"Cathay","M"
"Cather","M"
"Catherine","M"
"Cathleen","M"
"Catholic","MS"
"Catholicism","MS"
"Cathryn","M"
"Cathy","M"
"Catiline","M"
"Cato","M"
"Catskill","SM"
"Catskills","M"
"Catt","M"
"Catullus","M"
"Caucasian","MS"
"Caucasoid",NA
"Caucasus","M"
"Cauchy","M"
"Cavendish","M"
"Cavour","M"
"Caxton","M"
"Cayenne","M"
"Cayman","M"
"Cayuga","SM"
"Cayuse",NA
"Cb",NA
"Cd","M"
"Ce","M"
"Ceausescu","M"
"Cebu","M"
"Cebuano","M"
"Cecelia","M"
"Cecil","M"
"Cecile","M"
"Cecilia","M"
"Cecily","M"
"Cedric","M"
"Celeste","M"
"Celgene","M"
"Celia","M"
"Celina","M"
"Cellini","M"
"Celsius","M"
"Celt","SM"
"Celtic","SM"
"Cenozoic","M"
"Centaurus","M"
"Centigrade",NA
"Central",NA
"Cepheid","M"
"Cepheus","M"
"Cerberus","M"
"Cerenkov","M"
"Ceres","M"
"Cerf","M"
"Cervantes","M"
"Cesar","M"
"Cesarean","M"
"Cessna","M"
"Cetus","M"
"Ceylon","M"
"Ceylonese",NA
"Cezanne","M"
"Cf","M"
"Ch'in","M"
"Ch","N"
"Chablis","M"
"Chad","M"
"Chadian","MS"
"Chadwick","M"
"Chagall","M"
"Chaitanya","M"
"Chaitin","M"
"Chaldea",NA
"Chaldean","M"
"Challenger","M"
"Chalmers",NA
"Chamberlain","M"
"Chambers","M"
"Chambersburg","M"
"Champaign","M"
"Champlain","M"
"Champollion","M"
"Chan","M"
"Chance","M"
"Chancellorsville","M"
"Chandigarh","M"
"Chandler","M"
"Chandon","M"
"Chandra","M"
"Chandragupta","M"
"Chandrasekhar","M"
"Chanel","M"
"Chaney","M"
"Chang","M"
"Changchun","M"
"Changsha","M"
"Chantilly","M"
"Chaplin","M"
"Chaplinesque",NA
"Chapman","M"
"Chappaquiddick","M"
"Chapultepec","M"
"Charbray","M"
"Chardonnay","M"
"Charity","M"
"Charlemagne","M"
"Charlene","M"
"Charles","M"
"Charleston","MS"
"Charley","M"
"Charlie","M"
"Charlotte","M"
"Charlottesville","M"
"Charlottetown","M"
"Charmaine","M"
"Charmin","M"
"Charolais","M"
"Charon","M"
"Chartism","M"
"Chartres","M"
"Charybdis","M"
"Chase","M"
"Chasity","M"
"Chateaubriand","M"
"Chattahoochee","M"
"Chattanooga","M"
"Chatterley","M"
"Chatterton","M"
"Chaucer","M"
"Chauncey","M"
"Chautauqua","M"
"Chavez","M"
"Chayefsky","M"
"Che","M"
"Chechen","M"
"Chechnya","M"
"Cheddar","M"
"Cheer","M"
"Cheerios","M"
"Cheetos","M"
"Cheever","M"
"Chekhov","M"
"Chekhovian",NA
"Chelsea","M"
"Chelyabinsk","M"
"Chen","M"
"Cheney","M"
"Chengdu","M"
"Chennai","M"
"Cheops","M"
"Cheri","M"
"Cherie","M"
"Chernenko","M"
"Chernobyl","M"
"Chernomyrdin","M"
"Cherokee","MS"
"Cherry","M"
"Cheryl","M"
"Chesapeake","M"
"Cheshire","M"
"Chester","M"
"Chesterfield","M"
"Chesterton","M"
"Chevalier","M"
"Cheviot","M"
"Chevrolet","M"
"Chevron","M"
"Chevy","M"
"Cheyenne","SM"
"Chi","M"
"Chianti","MS"
"Chiba","M"
"Chibcha","M"
"Chicago","M"
"Chicagoan","M"
"Chicana","M"
"Chicano","M"
"Chickasaw","MS"
"Chiclets","M"
"Chico","M"
"Chihuahua","MS"
"Chile","M"
"Chilean","MS"
"Chimborazo","M"
"Chimera","MS"
"Chimu","M"
"Chin","M"
"China","M"
"Chinatown","M"
"Chinese","M"
"Chinook","MS"
"Chipewyan","M"
"Chippendale","M"
"Chippewa","SM"
"Chiquita","M"
"Chirico","M"
"Chisholm","M"
"Chisinau","M"
"Chittagong","M"
"Chivas","M"
"Chloe","M"
"Choctaw","SM"
"Chomsky","M"
"Chongqing","M"
"Chopin","M"
"Chopra","M"
"Chou","M"
"Chretien","M"
"Chris","M"
"Christ","MS"
"Christa","M"
"Christchurch","M"
"Christendom","MS"
"Christensen","M"
"Christi","M"
"Christian","SM"
"Christianity","SM"
"Christianize",NA
"Christie","M"
"Christina","M"
"Christine","M"
"Christlike",NA
"Christmas","MS"
"Christmastide","MS"
"Christmastime","MS"
"Christoper","M"
"Christopher","M"
"Chromebook","MS"
"Chronicles",NA
"Chrysler","M"
"Chrysostom","M"
"Chrystal","M"
"Chuck","M"
"Chukchi","M"
"Chumash","M"
"Chung","M"
"Church","M"
"Churchill","M"
"Churriguera","M"
"Chuvash","M"
"Ci","M"
"Cicero","M"
"Cid","M"
"Cimabue","M"
"Cincinnati","M"
"Cinderella","MS"
"Cindy","M"
"CinemaScope","M"
"Cinerama","M"
"Cipro","M"
"Circe","M"
"Cisco","M"
"Citibank","M"
"Citigroup","M"
"Citroen","M"
"Cl","MV"
"Claiborne","M"
"Clair","M"
"Claire","M"
"Clairol","M"
"Clancy","M"
"Clapeyron","M"
"Clapton","M"
"Clara","M"
"Clare","M"
"Clarence","M"
"Clarendon","M"
"Clarice","M"
"Clarissa","M"
"Clark","M"
"Clarke","M"
"Clarksville","M"
"Claude","M"
"Claudette","M"
"Claudia","M"
"Claudine","M"
"Claudio","M"
"Claudius","M"
"Claus","M"
"Clausewitz","M"
"Clausius","M"
"Clay","M"
"Clayton","M"
"Clearasil","M"
"Clem","XM"
"Clemenceau","M"
"Clemens","M"
"Clement","MS"
"Clementine","M"
"Clements","M"
"Clemons","M"
"Clemson","M"
"Cleo","M"
"Cleopatra","M"
"Cleveland","M"
"Cliburn","M"
"Cliff","M"
"Clifford","M"
"Clifton","M"
"Cline","M"
"Clint","M"
"Clinton","M"
"Clio","M"
"Clive","M"
"Clojure","M"
"Clorets","M"
"Clorox","M"
"Closure","M"
"Clotho","M"
"Clouseau","M"
"Clovis","M"
"Clyde","M"
"Clydesdale","M"
"Clytemnestra","M"
"Cm","M"
"Cmdr",NA
"Co","M"
"Cobain","M"
"Cobb","M"
"Cochabamba","M"
"Cochin","M"
"Cochise","M"
"Cochran","M"
"Cockney","M"
"Cocteau","M"
"Cod",NA
"Cody","M"
"Coffey","M"
"Cognac","M"
"Cohan","M"
"Cohen","M"
"Coimbatore","M"
"Cointreau","M"
"Coke","SM"
"Col","M"
"Colbert","M"
"Colby","M"
"Cole","M"
"Coleen","M"
"Coleman","M"
"Coleridge","M"
"Colette","M"
"Colfax","M"
"Colgate","M"
"Colin","M"
"Colleen","M"
"Collier","M"
"Collin","SM"
"Collins","M"
"Colo",NA
"Cologne","M"
"Colombia","M"
"Colombian","MS"
"Colombo","M"
"Colon","M"
"Coloradan","SM"
"Colorado","M"
"Coloradoan",NA
"Colosseum","M"
"Colt","M"
"Coltrane","M"
"Columbia","M"
"Columbine","M"
"Columbus","M"
"Com",NA
"Comanche","MS"
"Combs","M"
"Comdr",NA
"Comintern","M"
"Commandment",NA
"Commons","M"
"Commonwealth",NA
"Communion","SM"
"Communism",NA
"Communist","SM"
"Como","M"
"Comoran",NA
"Comoros","M"
"Compaq","M"
"Compton","M"
"CompuServe","M"
"Comte","M"
"Conakry","M"
"Conan","M"
"Concepcion","M"
"Concetta","M"
"Concord","SM"
"Concorde","M"
"Condillac","M"
"Condorcet","M"
"Conestoga","M"
"Confederacy","M"
"Confederate","MS"
"Confucian","SM"
"Confucianism","MS"
"Confucius","M"
"Cong","M"
"Congo","M"
"Congolese","M"
"Congregational",NA
"Congregationalist","MS"
"Congress","MS"
"Congressional",NA
"Congreve","M"
"Conley","M"
"Conn","MR"
"Connecticut","M"
"Connellsville","M"
"Connemara","M"
"Conner","M"
"Connery","M"
"Connie","M"
"Connolly","M"
"Connors","M"
"Conrad","M"
"Conrail","M"
"Conroe","M"
"Conservative",NA
"Constable","M"
"Constance","M"
"Constantine","M"
"Constantinople","M"
"Constitution",NA
"Consuelo","M"
"Continent","M"
"Continental","M"
"Contreras","M"
"Conway","M"
"Cook","M"
"Cooke","M"
"Cooley","M"
"Coolidge","M"
"Cooper","M"
"Cooperstown","M"
"Coors","M"
"Copacabana","M"
"Copeland","M"
"Copenhagen","M"
"Copernican","M"
"Copernicus","M"
"Copland","M"
"Copley","M"
"Copperfield","M"
"Coppertone","M"
"Coppola","M"
"Coptic","M"
"Cora","M"
"Cordelia","M"
"Cordilleras","M"
"Cordoba","M"
"Corey","M"
"Corfu","M"
"Corina","M"
"Corine","M"
"Corinne","M"
"Corinth","M"
"Corinthian","MS"
"Corinthians","M"
"Coriolanus","M"
"Coriolis","M"
"Cork",NA
"Corleone","M"
"Cormack","M"
"Corneille","M"
"Cornelia","M"
"Cornelius","M"
"Cornell","M"
"Corning","M"
"Cornish","MS"
"Cornwall","M"
"Cornwallis","M"
"Coronado","M"
"Corot","M"
"Corp",NA
"Correggio","M"
"Corrine","M"
"Corsica","M"
"Corsican","M"
"Cortes","MS"
"Cortland","M"
"Corvallis","M"
"Corvette","M"
"Corvus","M"
"Cory","M"
"Cosby","M"
"CosmosDB","M"
"Cossack","M"
"Costco","M"
"Costello","M"
"Costner","M"
"Cote","M"
"Cotonou","M"
"Cotopaxi","M"
"Cotswold","M"
"Cotton","M"
"Coulomb","M"
"Coulter","M"
"Couperin","M"
"Courbet","M"
"Courtney","M"
"Cousteau","M"
"Coventry","SM"
"Covington","M"
"Coward","M"
"Cowell","M"
"Cowley","M"
"Cowper","M"
"Cox","M"
"Coy","M"
"Coyle","M"
"Cozumel","M"
"Cpl",NA
"Cr","MT"
"Crabbe","M"
"Craft","M"
"Craig","M"
"Cranach","M"
"Crane","M"
"Cranmer","M"
"Crater","M"
"Crawford","M"
"Cray","M"
"Crayola","M"
"Creation","M"
"Creator","M"
"Crecy","M"
"Cree","DSM"
"Creek","SM"
"Creighton","M"
"Creole","SM"
"Creon","M"
"Cressida","M"
"Crest","M"
"Cretaceous","M"
"Cretan","SM"
"Crete","M"
"Crichton","M"
"Crick","M"
"Crimea","M"
"Crimean","M"
"Criollo","M"
"Crisco","M"
"Cristina","M"
"Croat","SM"
"Croatia","M"
"Croatian","MS"
"Croce","M"
"Crockett","M"
"Croesus","M"
"Cromwell","M"
"Cromwellian","M"
"Cronin","M"
"Cronkite","M"
"Cronus","M"
"Crookes","M"
"Crosby","M"
"Cross","M"
"Crow","SM"
"Crowley","M"
"Crucifixion","MS"
"Cruikshank","M"
"Cruise","M"
"Crusades's",NA
"Crusoe","M"
"Crux","M"
"Cruz","M"
"Cryptozoic","M"
"Crystal","M"
"Csonka","M"
"Ct",NA
"Ctesiphon","M"
"Cthulhu","M"
"Cu","M"
"Cuba","M"
"Cuban","SM"
"Cuchulain","M"
"Cuisinart","M"
"Culbertson","M"
"Cullen","M"
"Cumberland","M"
"Cummings","M"
"Cunard","M"
"Cunningham","M"
"Cupid","M"
"Curacao","M"
"Curie","M"
"Curitiba","M"
"Currier","M"
"Curry","RM"
"Curt","M"
"Curtis","M"
"Custer","M"
"Cuvier","M"
"Cuzco","M"
"Cybele","M"
"Cyclades","M"
"Cyclopes","M"
"Cyclops","M"
"Cygnus","M"
"Cymbeline","M"
"Cynthia","M"
"Cyprian","M"
"Cypriot","MS"
"Cyprus","M"
"Cyrano","M"
"Cyril","M"
"Cyrillic","M"
"Cyrus","M"
"Czech","M"
"Czechia","M"
"Czechoslovak",NA
"Czechoslovakia","M"
"Czechoslovakian","SM"
"Czechs",NA
"Czerny","M"
"D","M"
"DA","M"
"DAR",NA
"DAT","M"
"DBMS","M"
"DC","M"
"DD","M"
"DDS","M"
"DDT","S"
"DE",NA
"DEA",NA
"DEC","SD"
"DH",NA
"DHS",NA
"DI",NA
"DJ",NA
"DMCA",NA
"DMD","M"
"DMZ",NA
"DNA","M"
"DOA",NA
"DOB",NA
"DOD",NA
"DOE",NA
"DOS","M"
"DOT",NA
"DP","SM"
"DPT",NA
"DST",NA
"DTP",NA
"DUI",NA
"DVD","S"
"DVR","SM"
"DWI",NA
"Dachau","M"
"Dacron","SM"
"Dada","M"
"Dadaism","M"
"Daedalus","M"
"Daguerre","M"
"Dagwood","M"
"Dahomey","M"
"Daimler","M"
"Daisy","M"
"Dakar","M"
"Dakota","SM"
"Dakotan","M"
"Dalai",NA
"Dale","M"
"Daley","M"
"Dali","M"
"Dalian","M"
"Dallas","M"
"Dalmatia","M"
"Dalmatian","SM"
"Dalton","M"
"Damascus","M"
"Dame","MN"
"Damian","M"
"Damien","M"
"Damion","M"
"Damocles","M"
"Damon","M"
"Dan","M"
"Dana","M"
"Danae","M"
"Danbury","M"
"Dane","SM"
"Danelaw","M"
"Dangerfield","M"
"Danial","M"
"Daniel","SM"
"Danielle","M"
"Daniels","M"
"Danish","M"
"Dannie","M"
"Danny","M"
"Danone","M"
"Dante","M"
"Danton","M"
"Danube","M"
"Danubian","M"
"Danville","M"
"Daphne","M"
"Darby","M"
"Darcy","M"
"Dardanelles","M"
"Dare","M"
"Daren","M"
"Darfur","M"
"Darin","M"
"Dario","M"
"Darius","M"
"Darjeeling","M"
"Darla","M"
"Darlene","M"
"Darling","M"
"Darnell","M"
"Darrel","M"
"Darrell","M"
"Darren","M"
"Darrin","M"
"Darrow","M"
"Darryl","M"
"Darth","M"
"Dartmoor","M"
"Dartmouth","M"
"Darvon","M"
"Darwin","M"
"Darwinian","M"
"Darwinism","SM"
"Darwinist",NA
"Daryl","M"
"Datamation",NA
"Daugherty","M"
"Daumier","M"
"Davao","M"
"Dave","M"
"Davenport","M"
"David","MS"
"Davidson","M"
"Davies","M"
"Davis","M"
"Davy","SM"
"Dawes","M"
"Dawkins",NA
"Dawn","M"
"Dawson","M"
"Day","M"
"Dayan",NA
"Dayton","M"
"DeGeneres","M"
"DeKalb","M"
"Deadhead","M"
"Dean","M"
"Deana","M"
"Deandre","M"
"Deann","M"
"Deanna","M"
"Deanne","M"
"Death","M"
"Debbie","M"
"Debby","M"
"Debian","M"
"Debora","M"
"Deborah","M"
"Debouillet","M"
"Debra","M"
"Debs","M"
"Debussy","M"
"Dec","M"
"Decalogue","M"
"Decatur","M"
"Decca","M"
"Deccan","M"
"December","SM"
"Decker","M"
"Dedekind","M"
"Dee","M"
"Deena","M"
"Deere","M"
"Defoe","M"
"Degas","M"
"Deidre","M"
"Deimos","M"
"Deirdre","M"
"Deity",NA
"Dejesus","M"
"Del","M"
"Delacroix","M"
"Delacruz","M"
"Delaney","M"
"Delano","M"
"Delaware","MS"
"Delawarean","SM"
"Delbert","M"
"Deleon","M"
"Delgado","M"
"Delhi","M"
"Delia","M"
"Delibes","M"
"Delicious","M"
"Delilah","M"
"Delilahs",NA
"Delius","M"
"Dell","M"
"Della","M"
"Delmar","M"
"Delmarva","M"
"Delmer","M"
"Delmonico","M"
"Delores","M"
"Deloris","M"
"Delphi","M"
"Delphic","M"
"Delphinus","M"
"Delta","M"
"Deltona","M"
"Dem","G"
"Demavend","M"
"Demerol","M"
"Demeter","M"
"Demetrius","M"
"Deming","M"
"Democrat","SM"
"Democratic",NA
"Democritus","M"
"Demosthenes","M"
"Dempsey","M"
"Dena","M"
"Denali",NA
"Deneb","M"
"Denebola","M"
"Deng","M"
"Denis","M"
"Denise","M"
"Denmark","M"
"Dennis","M"
"Denny","M"
"Denton","M"
"Denver","M"
"Deon","M"
"Depp","M"
"Derby","M"
"Derek","M"
"Derick","M"
"Dermot","M"
"Derrick","M"
"Derrida","M"
"Descartes","M"
"Desdemona","M"
"Desiree","M"
"Desmond","M"
"Detroit","M"
"Deuteronomy","M"
"Devanagari","M"
"Devi","M"
"Devin","M"
"Devon","M"
"Devonian","M"
"Dewar","M"
"Dewayne","M"
"Dewey","M"
"Dewitt","M"
"Dexedrine","M"
"Dexter","M"
"Dhaka","M"
"Dhaulagiri","M"
"Di","SM"
"DiCaprio","M"
"DiMaggio","M"
"Diaghilev","M"
"Dial","M"
"Diana","M"
"Diane","M"
"Diann","M"
"Dianna","M"
"Dianne","M"
"Dias",NA
"Diaspora","MS"
"Dick","XM"
"Dickens","M"
"Dickensian",NA
"Dickerson","M"
"Dickinson","M"
"Dickson","M"
"Dictaphone","SM"
"Diderot","M"
"Dido","M"
"Didrikson","M"
"Diefenbaker","M"
"Diego","M"
"Diem","M"
"Dietrich","M"
"Dijkstra","M"
"Dijon","M"
"Dilbert","MS"
"Dillard","M"
"Dillinger","M"
"Dillon","M"
"Dina","M"
"Dinah","M"
"Dino","M"
"Diocletian","M"
"Diogenes","M"
"Dion","M"
"Dionne","M"
"Dionysian","M"
"Dionysus","M"
"Diophantine","M"
"Dior","M"
"Dipper","M"
"Dir",NA
"Dirac","M"
"Dirichlet","M"
"Dirk","M"
"Dis","M"
"Disney","M"
"Disneyland","M"
"Disraeli","M"
"Divine","M"
"Diwali","M"
"Dix","M"
"Dixie","M"
"Dixiecrat","M"
"Dixieland","SM"
"Dixon","M"
"Django","M"
"Djibouti","M"
"Dmitri","M"
"Dnepropetrovsk","M"
"Dniester","M"
"Dobbin","M"
"Doberman","M"
"Dobro","M"
"Doctor",NA
"Doctorow","M"
"Dodge","M"
"Dodgson","M"
"Dodoma","M"
"Dodson","M"
"Doe","M"
"Doha","M"
"Dolby","M"
"Dole","M"
"Dollie","M"
"Dolly","M"
"Dolores","M"
"Domesday","M"
"Domingo","M"
"Dominguez","M"
"Dominic","M"
"Dominica","M"
"Dominican","MS"
"Dominick","M"
"Dominion",NA
"Dominique","M"
"Domitian","M"
"Don","SM"
"Dona","M"
"Donahue","M"
"Donald","M"
"Donaldson","M"
"Donatello","M"
"Donetsk","M"
"Donizetti","M"
"Donn","MR"
"Donna","M"
"Donne","M"
"Donnell","M"
"Donner","M"
"Donnie","M"
"Donny","M"
"Donovan","M"
"Dooley","M"
"Doolittle","M"
"Doonesbury","M"
"Doppler","M"
"Dora","M"
"Dorcas","M"
"Doreen","M"
"Dorian","M"
"Doric","M"
"Doris","M"
"Doritos","M"
"Dorothea","M"
"Dorothy","M"
"Dorset","M"
"Dorsey","M"
"Dorthy","M"
"Dortmund","M"
"Dostoevsky","M"
"Dot","M"
"Dothan","M"
"Dotson","M"
"Douala","M"
"Douay","M"
"Doubleday","M"
"Doug","M"
"Douglas","M"
"Douglass","M"
"Douro","M"
"Dover","M"
"Dow","M"
"Downs","M"
"Downy","M"
"Doyle","M"
"Dr",NA
"Draco","M"
"Draconian","M"
"Dracula","M"
"Drake","M"
"Dramamine","SM"
"Drambuie","M"
"Drano","M"
"Dravidian","M"
"Dreiser","M"
"Dresden","M"
"Drew","M"
"Dreyfus","M"
"Dristan","M"
"Dropbox","M"
"Drudge","M"
"Drupal","M"
"Dryden","M"
"Dschubba","M"
"Du",NA
"DuPont","M"
"Duane","M"
"Dubai","M"
"Dubcek","M"
"Dubhe","M"
"Dublin","M"
"Dubrovnik","M"
"Dubuque","M"
"Duchamp","M"
"Dudley","M"
"Duffy","M"
"Duisburg","M"
"Duke","M"
"Dulles","M"
"Duluth","M"
"Dumas","M"
"Dumbledore","M"
"Dumbo","M"
"Dunant","M"
"Dunbar","M"
"Duncan","M"
"Dundee",NA
"Dunedin","M"
"Dunkirk","M"
"Dunlap","M"
"Dunn","M"
"Dunne","M"
"Duracell","M"
"Duran","M"
"Durant","M"
"Durante","M"
"Durban","M"
"Durer","M"
"Durex","M"
"Durham","MS"
"Durkheim","M"
"Duroc","M"
"Durocher","M"
"Duse","M"
"Dushanbe","M"
"Dusseldorf","M"
"Dustbuster","M"
"Dustin","M"
"Dusty","M"
"Dutch","M"
"Dutchman","M"
"Dutchmen","M"
"Dutchwoman",NA
"Duvalier","M"
"Dvina","M"
"Dvorak","M"
"Dwayne","M"
"Dwight","M"
"Dy","M"
"Dyer","M"
"Dylan","M"
"DynamoDB","M"
"Dyson","M"
"Dzerzhinsky","M"
"Dzungaria","M"
"E","SM"
"EC",NA
"ECG","M"
"ECMAScript","M"
"EDP","M"
"EDT",NA
"EEC","M"
"EEG","M"
"EEO",NA
"EEOC",NA
"EFL",NA
"EFT",NA
"EKG","M"
"ELF","M"
"EM",NA
"EMT",NA
"ENE","M"
"EOE",NA
"EPA","M"
"ER",NA
"ERA",NA
"ESE","M"
"ESL",NA
"ESP","M"
"ESPN","M"
"ESR",NA
"EST","M"
"ET",NA
"ETA",NA
"ETD",NA
"EU",NA
"EULA","S"
"Eakins","M"
"Earhart","M"
"Earl","M"
"Earle","M"
"Earlene","M"
"Earline","M"
"Earnest","M"
"Earnestine","M"
"Earnhardt","M"
"Earp","M"
"East","SZMR"
"Easter","M"
"Eastern","R"
"Eastman","M"
"Eastwood","M"
"Eaton","M"
"Eben","M"
"Ebeneezer","M"
"Ebert","M"
"Ebola","M"
"Ebonics","M"
"Ebony","M"
"Ebro","M"
"Ecclesiastes","M"
"Eco","M"
"Ecstasy",NA
"Ecuador","M"
"Ecuadoran","SM"
"Ecuadorean",NA
"Ecuadorian","SM"
"Ed","MNX"
"Edam","SM"
"Edda","M"
"Eddie","M"
"Eddington","M"
"Eddy","M"
"Eden","M"
"Edgar","M"
"Edgardo","M"
"Edinburgh","M"
"Edison","M"
"Edith","M"
"Edmond","M"
"Edmonton","M"
"Edmund","M"
"Edna","M"
"Edsel","M"
"Eduardo","M"
"Edward","SM"
"Edwardian","M"
"Edwardo","M"
"Edwards","M"
"Edwin","M"
